,flight_name,flight_id,start_time,end_time,travel_time,stops,fare,source,destination
889,IndiGo,6E - 5395,17:25,23:55,6h 30m,1 stop at Kochi,"20,030",BOM-Mumbai,BLR-Bengaluru
890,Vistara,UK - 865,19:10,20:55,1h 45m,Non Stop,"20,748",BOM-Mumbai,BLR-Bengaluru
891,Vistara,UK - 853,16:00,17:45,1h 45m,Non Stop,"20,748",BOM-Mumbai,BLR-Bengaluru
892,IndiGo,6E - 5277,16:45,22:35,5h 50m,1 stop at Chennai,"20,944",BOM-Mumbai,BLR-Bengaluru
893,IndiGo,6E - 5337,15:25,22:35,7h 10m,1 stop at Chennai,"20,944",BOM-Mumbai,BLR-Bengaluru
894,IndiGo,6E - 5337,15:25,19:55,4h 30m,1 stop at Chennai,"21,849",BOM-Mumbai,BLR-Bengaluru
895,Air India,AI - 619,20:10,16:15,20h 5m,"2 Stops (HYD, DEL)","23,394",BOM-Mumbai,BLR-Bengaluru
896,IndiGo,6E - 802,17:10,22:50,5h 40m,1 stop at Ahmedabad,"25,612",BOM-Mumbai,BLR-Bengaluru
897,Vistara,UK - 919,22:35,11:50,13h 15m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
898,Vistara,UK - 919,22:35,17:05,18h 30m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
899,Vistara,UK - 919,22:35,17:05,18h 30m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
900,Vistara,UK - 919,22:35,18:50,20h 15m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
901,Vistara,UK - 919,22:35,18:50,20h 15m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
902,Vistara,UK - 919,22:35,20:25,21h 50m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
903,Vistara,UK - 919,22:35,20:25,21h 50m,"2 Stops (AMD, DEL)","30,324",BOM-Mumbai,BLR-Bengaluru
904,Vistara,UK - 949,20:00,11:50,15h 50m,"2 Stops (AMD, DEL)","31,301",BOM-Mumbai,BLR-Bengaluru
905,Vistara,UK - 949,20:00,17:05,21h 5m,"2 Stops (AMD, DEL)","31,301",BOM-Mumbai,BLR-Bengaluru
906,Vistara,UK - 949,20:00,17:05,21h 5m,"2 Stops (AMD, DEL)","31,301",BOM-Mumbai,BLR-Bengaluru
907,Vistara,UK - 949,20:00,18:50,22h 50m,"2 Stops (AMD, DEL)","31,301",BOM-Mumbai,BLR-Bengaluru
908,Air India,AI - 619,20:10,12:30,16h 20m,"2 Stops (HYD, DEL)","36,908",BOM-Mumbai,BLR-Bengaluru
909,Air India,AI - 619,20:10,16:15,20h 5m,"2 Stops (HYD, DEL)","36,908",BOM-Mumbai,BLR-Bengaluru
910,Vistara,UK - 869,21:20,22:40,1h 20m,Non Stop,"7,938",BOM-Mumbai,HYD-Hyderabad
911,IndiGo,6E - 711,14:00,19:25,5h 25m,1 stop at Goa,"11,036",BOM-Mumbai,HYD-Hyderabad
912,IndiGo,6E - 399,16:55,23:15,6h 20m,1 stop at Goa,"11,613",BOM-Mumbai,HYD-Hyderabad
913,IndiGo,6E - 399,16:55,00:45,7h 50m,1 stop at Goa,"11,613",BOM-Mumbai,HYD-Hyderabad
914,IndiGo,6E - 6183,17:10,22:20,5h 10m,1 stop at Raipur,"11,928",BOM-Mumbai,HYD-Hyderabad
915,IndiGo,6E - 5383,22:40,06:30,7h 50m,1 stop at Bengaluru,"16,672",BOM-Mumbai,HYD-Hyderabad
916,IndiGo,6E - 6221,17:10,23:20,6h 10m,1 stop at Bengaluru,"18,089",BOM-Mumbai,HYD-Hyderabad
917,IndiGo,6E - 6221,17:10,22:35,5h 25m,1 stop at Bengaluru,"18,431",BOM-Mumbai,HYD-Hyderabad
918,IndiGo,6E - 219,14:40,20:05,5h 25m,1 stop at Bengaluru,"18,431",BOM-Mumbai,HYD-Hyderabad
919,IndiGo,6E - 5252,19:05,23:20,4h 15m,1 stop at Bengaluru,"20,615",BOM-Mumbai,HYD-Hyderabad
920,IndiGo,6E - 5279,22:15,06:00,7h 45m,1 stop at Chennai,"20,852",BOM-Mumbai,HYD-Hyderabad
921,Vistara,UK - 857,21:30,21:10,23h 40m,1 stop at Bengaluru,"25,263",BOM-Mumbai,HYD-Hyderabad
922,IndiGo,6E - 5277,16:45,22:25,5h 40m,1 stop at Chennai,"26,732",BOM-Mumbai,HYD-Hyderabad
923,IndiGo,6E - 5337,15:25,22:25,7h,1 stop at Chennai,"26,732",BOM-Mumbai,HYD-Hyderabad
924,Vistara,UK - 843,17:30,21:10,3h 40m,1 stop at Bengaluru,"28,938",BOM-Mumbai,HYD-Hyderabad
925,IndiGo,6E - 5337,15:25,20:35,5h 10m,1 stop at Chennai,"32,979",BOM-Mumbai,HYD-Hyderabad
926,Vistara,UK - 919,22:35,12:40,14h 5m,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
927,Vistara,UK - 949,20:00,12:40,16h 40m,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
928,Vistara,UK - 919,22:35,17:00,18h 25m,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
929,Vistara,UK - 919,22:35,17:00,18h 25m,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
930,Vistara,UK - 949,20:00,17:00,21h,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
931,Vistara,UK - 949,20:00,17:00,21h,"2 Stops (AMD, DEL)","33,380",BOM-Mumbai,HYD-Hyderabad
932,Vistara,UK - 919,22:35,22:55,24h 20m,"2 Stops (AMD, DEL)","33,695",BOM-Mumbai,HYD-Hyderabad
933,Vistara,UK - 919,22:35,22:55,24h 20m,"2 Stops (AMD, DEL)","33,695",BOM-Mumbai,HYD-Hyderabad
934,Vistara,UK - 949,20:00,22:55,26h 55m,"2 Stops (AMD, DEL)","33,695",BOM-Mumbai,HYD-Hyderabad
935,Vistara,UK - 949,20:00,22:55,26h 55m,"2 Stops (AMD, DEL)","33,695",BOM-Mumbai,HYD-Hyderabad
936,Vistara,UK - 919,22:35,19:50,21h 15m,"2 Stops (AMD, DEL)","34,745",BOM-Mumbai,HYD-Hyderabad
937,Vistara,UK - 919,22:35,19:50,21h 15m,"2 Stops (AMD, DEL)","34,745",BOM-Mumbai,HYD-Hyderabad
938,Vistara,UK - 949,20:00,19:50,23h 50m,"2 Stops (AMD, DEL)","34,745",BOM-Mumbai,HYD-Hyderabad
939,Vistara,UK - 949,20:00,19:50,23h 50m,"2 Stops (AMD, DEL)","34,745",BOM-Mumbai,HYD-Hyderabad
940,Vistara,UK - 853,16:00,21:10,5h 10m,1 stop at Bengaluru,"36,498",BOM-Mumbai,HYD-Hyderabad
941,Vistara,UK - 865,19:10,21:10,26h,1 stop at Bengaluru,"36,498",BOM-Mumbai,HYD-Hyderabad
942,Vistara,UK - 545,18:15,22:55,28h 40m,"2 Stops (BBI, DEL)","38,283",BOM-Mumbai,HYD-Hyderabad
943,Vistara,UK - 545,18:15,17:00,22h 45m,"2 Stops (BBI, DEL)","39,018",BOM-Mumbai,HYD-Hyderabad
944,Vistara,UK - 545,18:15,19:50,25h 35m,"2 Stops (BBI, DEL)","39,333",BOM-Mumbai,HYD-Hyderabad
945,Vistara,UK - 545,18:15,22:55,28h 40m,"2 Stops (BBI, DEL)","39,333",BOM-Mumbai,HYD-Hyderabad
946,Vistara,UK - 545,18:15,19:50,25h 35m,"2 Stops (BBI, DEL)","40,383",BOM-Mumbai,HYD-Hyderabad
947,Go First,G8 - 325,22:40,07:50,9h 10m,1 stop at Bengaluru,"18,823",BOM-Mumbai,CU-Kolkata
948,Go First,G8 - 520,21:40,00:15,2h 35m,Non Stop,"24,002",BOM-Mumbai,CU-Kolkata
949,IndiGo,6E - 6086,20:05,22:55,2h 50m,Non Stop,"24,213",BOM-Mumbai,CU-Kolkata
950,IndiGo,6E - 5252,19:05,00:35,5h 30m,1 stop at Bengaluru,"24,333",BOM-Mumbai,CU-Kolkata
951,IndiGo,6E - 739,20:30,02:00,5h 30m,1 stop at Bengaluru,"24,578",BOM-Mumbai,CU-Kolkata
952,IndiGo,6E - 5252,19:05,02:00,6h 55m,1 stop at Bengaluru,"25,278",BOM-Mumbai,CU-Kolkata
953,IndiGo,6E - 5277,16:45,23:15,6h 30m,1 stop at Chennai,"29,882",BOM-Mumbai,CU-Kolkata
954,Vistara,UK - 919,22:35,22:45,24h 10m,"2 Stops (AMD, DEL)","42,483",BOM-Mumbai,CU-Kolkata
955,Vistara,UK - 919,22:35,22:45,24h 10m,"2 Stops (AMD, DEL)","42,483",BOM-Mumbai,CU-Kolkata
956,Vistara,UK - 949,20:00,22:45,26h 45m,"2 Stops (AMD, DEL)","43,460",BOM-Mumbai,CU-Kolkata
957,Vistara,UK - 949,20:00,22:45,26h 45m,"2 Stops (AMD, DEL)","43,460",BOM-Mumbai,CU-Kolkata
958,Vistara,UK - 919,22:35,18:05,19h 30m,"2 Stops (AMD, DEL)","47,523",BOM-Mumbai,CU-Kolkata
959,Vistara,UK - 919,22:35,18:05,19h 30m,"2 Stops (AMD, DEL)","47,523",BOM-Mumbai,CU-Kolkata
960,Vistara,UK - 949,20:00,18:05,22h 5m,"2 Stops (AMD, DEL)","48,500",BOM-Mumbai,CU-Kolkata
961,Vistara,UK - 949,20:00,18:05,22h 5m,"2 Stops (AMD, DEL)","48,500",BOM-Mumbai,CU-Kolkata
962,IndiGo,6E - 711,14:00,21:20,7h 20m,1 stop at Goa,"15,026",BOM-Mumbai,MAA-Chennai
963,IndiGo,6E - 219,14:40,18:30,3h 50m,1 stop at Bengaluru,"15,228",BOM-Mumbai,MAA-Chennai
964,IndiGo,6E - 399,16:55,21:20,4h 25m,1 stop at Goa,"15,656",BOM-Mumbai,MAA-Chennai
965,IndiGo,6E - 219,14:40,19:40,5h,1 stop at Bengaluru,"16,232",BOM-Mumbai,MAA-Chennai
966,IndiGo,6E - 5279,22:15,00:05,1h 50m,Non Stop,"20,013",BOM-Mumbai,MAA-Chennai
967,IndiGo,6E - 5231,19:40,21:35,1h 55m,Non Stop,"20,013",BOM-Mumbai,MAA-Chennai
968,IndiGo,6E - 5337,15:25,17:25,2h,Non Stop,"20,013",BOM-Mumbai,MAA-Chennai
969,IndiGo,6E - 5277,16:45,18:45,2h,Non Stop,"20,013",BOM-Mumbai,MAA-Chennai
970,IndiGo,6E - 5314,16:05,00:25,8h 20m,1 stop at Hyderabad,"20,013",BOM-Mumbai,MAA-Chennai
971,IndiGo,6E - 5229,15:30,20:20,4h 50m,1 stop at Thiruvananthapuram,"20,727",BOM-Mumbai,MAA-Chennai
972,Air India,AI - 683,21:00,19:30,22h 30m,"2 Stops (GOI, DEL)","21,273",BOM-Mumbai,MAA-Chennai
973,IndiGo,6E - 5395,17:25,21:15,3h 50m,1 stop at Kochi,"21,690",BOM-Mumbai,MAA-Chennai
974,IndiGo,6E - 5314,16:05,20:15,4h 10m,1 stop at Hyderabad,"26,313",BOM-Mumbai,MAA-Chennai
975,IndiGo,6E - 6993,19:00,00:10,5h 10m,1 stop at Ahmedabad,"30,168",BOM-Mumbai,MAA-Chennai
976,IndiGo,6E - 802,17:10,00:10,7h,1 stop at Ahmedabad,"30,168",BOM-Mumbai,MAA-Chennai
977,Vistara,UK - 869,21:20,16:25,19h 5m,"2 Stops (HYD, DEL)","32,298",BOM-Mumbai,MAA-Chennai
978,Vistara,UK - 919,22:35,16:25,17h 50m,"2 Stops (AMD, DEL)","34,398",BOM-Mumbai,MAA-Chennai
979,Vistara,UK - 919,22:35,16:25,17h 50m,"2 Stops (AMD, DEL)","34,398",BOM-Mumbai,MAA-Chennai
980,Vistara,UK - 919,22:35,20:15,21h 40m,"2 Stops (AMD, DEL)","35,238",BOM-Mumbai,MAA-Chennai
981,Vistara,UK - 919,22:35,20:15,21h 40m,"2 Stops (AMD, DEL)","35,238",BOM-Mumbai,MAA-Chennai
982,Vistara,UK - 949,20:00,16:25,20h 25m,"2 Stops (AMD, DEL)","35,375",BOM-Mumbai,MAA-Chennai
983,Vistara,UK - 949,20:00,16:25,20h 25m,"2 Stops (AMD, DEL)","35,375",BOM-Mumbai,MAA-Chennai
984,Vistara,UK - 949,20:00,20:15,24h 15m,"2 Stops (AMD, DEL)","36,215",BOM-Mumbai,MAA-Chennai
985,Vistara,UK - 949,20:00,20:15,24h 15m,"2 Stops (AMD, DEL)","36,215",BOM-Mumbai,MAA-Chennai
986,Vistara,UK - 869,21:20,16:25,19h 5m,"2 Stops (HYD, DEL)","36,498",BOM-Mumbai,MAA-Chennai
987,Vistara,UK - 919,22:35,22:45,24h 10m,"2 Stops (AMD, DEL)","36,918",BOM-Mumbai,MAA-Chennai
988,Vistara,UK - 919,22:35,22:45,24h 10m,"2 Stops (AMD, DEL)","36,918",BOM-Mumbai,MAA-Chennai
989,Vistara,UK - 949,20:00,22:45,26h 45m,"2 Stops (AMD, DEL)","37,895",BOM-Mumbai,MAA-Chennai
990,Vistara,UK - 949,20:00,22:45,26h 45m,"2 Stops (AMD, DEL)","37,895",BOM-Mumbai,MAA-Chennai
991,Vistara,UK - 843,17:30,09:50,16h 20m,"2 Stops (BLR, DEL)","54,138",BOM-Mumbai,MAA-Chennai
992,Vistara,UK - 853,16:00,09:50,17h 50m,"2 Stops (BLR, DEL)","61,698",BOM-Mumbai,MAA-Chennai
993,Vistara,UK - 853,16:00,09:50,17h 50m,"2 Stops (BLR, DEL)","61,698",BOM-Mumbai,MAA-Chennai
994,Go First,G8 - 363,22:00,23:20,1h 20m,Non Stop,"4,578",BOM-Mumbai,AMD-Ahmedabad
995,Vistara,UK - 919,22:35,23:50,1h 15m,Non Stop,"5,103",BOM-Mumbai,AMD-Ahmedabad
996,Go First,G8 - 364,21:10,22:25,1h 15m,Non Stop,"5,628",BOM-Mumbai,AMD-Ahmedabad
997,IndiGo,6E - 6045,21:30,22:45,1h 15m,Non Stop,"6,615",BOM-Mumbai,AMD-Ahmedabad
998,IndiGo,6E - 6993,19:00,20:20,1h 20m,Non Stop,"6,615",BOM-Mumbai,AMD-Ahmedabad
999,IndiGo,6E - 802,17:10,18:25,1h 15m,Non Stop,"7,015",BOM-Mumbai,AMD-Ahmedabad
1000,Go First,G8 - 2504,17:30,18:40,1h 10m,Non Stop,"7,098",BOM-Mumbai,AMD-Ahmedabad
1001,Vistara,UK - 949,20:00,21:25,1h 25m,Non Stop,"12,978",BOM-Mumbai,AMD-Ahmedabad
1002,Vistara,UK - 545,18:15,19:55,25h 40m,"2 Stops (BBI, DEL)","39,543",BOM-Mumbai,AMD-Ahmedabad
1003,Vistara,UK - 545,18:15,23:00,28h 45m,"2 Stops (BBI, DEL)","40,331",BOM-Mumbai,AMD-Ahmedabad
1004,Vistara,UK - 545,18:15,19:55,25h 40m,"2 Stops (BBI, DEL)","40,593",BOM-Mumbai,AMD-Ahmedabad
1005,Vistara,UK - 545,18:15,23:00,28h 45m,"2 Stops (BBI, DEL)","41,381",BOM-Mumbai,AMD-Ahmedabad
1006,Vistara,UK - 843,17:30,07:55,14h 25m,"2 Stops (BLR, DEL)","48,153",BOM-Mumbai,AMD-Ahmedabad
1007,Vistara,UK - 853,16:00,07:55,15h 55m,"2 Stops (BLR, DEL)","55,713",BOM-Mumbai,AMD-Ahmedabad
1008,Vistara,UK - 853,16:00,07:55,15h 55m,"2 Stops (BLR, DEL)","55,713",BOM-Mumbai,AMD-Ahmedabad
1009,Alliance Air,9I - 657,19:30,20:55,1h 25m,Non Stop,"4,574",BOM-Mumbai,GOI-Goa
1010,SpiceJet,SG - 455,15:35,17:05,1h 30m,Non Stop,"4,578",BOM-Mumbai,GOI-Goa
1011,Air India,AI - 683,21:00,22:20,1h 20m,Non Stop,"4,578",BOM-Mumbai,GOI-Goa
1012,Go First,G8 - 382,16:05,17:35,1h 30m,Non Stop,"5,628",BOM-Mumbai,GOI-Goa
1013,IndiGo,6E - 711,14:00,15:15,1h 15m,Non Stop,"6,993",BOM-Mumbai,GOI-Goa
1014,IndiGo,6E - 399,16:55,18:10,1h 15m,Non Stop,"6,993",BOM-Mumbai,GOI-Goa
1015,Vistara,UK - 857,21:30,14:05,16h 35m,1 stop at Bengaluru,"18,123",BOM-Mumbai,GOI-Goa
1016,Vistara,UK - 843,17:30,14:05,20h 35m,1 stop at Bengaluru,"21,798",BOM-Mumbai,GOI-Goa
1017,Air India,AI - 619,20:10,00:40,28h 30m,"2 Stops (HYD, DEL)","26,313",BOM-Mumbai,GOI-Goa
1018,Air India,AI - 619,20:10,00:40,28h 30m,"2 Stops (HYD, DEL)","26,313",BOM-Mumbai,GOI-Goa
1019,Vistara,UK - 865,19:10,14:05,18h 55m,1 stop at Bengaluru,"29,358",BOM-Mumbai,GOI-Goa
1020,Vistara,UK - 853,16:00,14:05,22h 5m,1 stop at Bengaluru,"29,358",BOM-Mumbai,GOI-Goa
1021,Vistara,UK - 919,22:35,13:50,15h 15m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1022,Vistara,UK - 919,22:35,13:50,15h 15m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1023,Vistara,UK - 949,20:00,13:50,17h 50m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1024,Vistara,UK - 949,20:00,13:50,17h 50m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1025,Vistara,UK - 919,22:35,21:20,22h 45m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1026,Vistara,UK - 919,22:35,21:20,22h 45m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1027,Vistara,UK - 949,20:00,21:20,25h 20m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1028,Vistara,UK - 949,20:00,21:20,25h 20m,"2 Stops (AMD, DEL)","34,220",BOM-Mumbai,GOI-Goa
1029,Vistara,UK - 545,18:15,21:20,27h 5m,"2 Stops (BBI, DEL)","38,808",BOM-Mumbai,GOI-Goa
1030,Air India,AI - 619,20:10,13:35,17h 25m,"2 Stops (HYD, DEL)","39,827",BOM-Mumbai,GOI-Goa
1031,Air India,AI - 619,20:10,00:40,28h 30m,"2 Stops (HYD, DEL)","39,827",BOM-Mumbai,GOI-Goa
1032,Vistara,UK - 545,18:15,21:20,27h 5m,"2 Stops (BBI, DEL)","39,858",BOM-Mumbai,GOI-Goa
1033,Go First,G8 - 325,22:40,11:40,13h,1 stop at Bengaluru,"19,873",BOM-Mumbai,PAT-Patna
1034,IndiGo,6E - 6088,22:40,08:30,9h 50m,1 stop at Kolkata,"31,449",BOM-Mumbai,PAT-Patna
1035,Vistara,UK - 919,22:35,19:55,21h 20m,"2 Stops (AMD, DEL)","45,843",BOM-Mumbai,PAT-Patna
1036,Vistara,UK - 919,22:35,19:55,21h 20m,"2 Stops (AMD, DEL)","45,843",BOM-Mumbai,PAT-Patna
1037,Vistara,UK - 949,20:00,19:55,23h 55m,"2 Stops (AMD, DEL)","46,820",BOM-Mumbai,PAT-Patna
1038,Vistara,UK - 949,20:00,19:55,23h 55m,"2 Stops (AMD, DEL)","46,820",BOM-Mumbai,PAT-Patna
1039,Vistara,UK - 843,17:30,09:35,16h 5m,"2 Stops (BLR, DEL)","61,908",BOM-Mumbai,PAT-Patna
1040,Vistara,UK - 853,16:00,09:35,17h 35m,"2 Stops (BLR, DEL)","69,468",BOM-Mumbai,PAT-Patna
1041,Vistara,UK - 853,16:00,09:35,17h 35m,"2 Stops (BLR, DEL)","69,468",BOM-Mumbai,PAT-Patna
1042,IndiGo,6E - 5383,22:40,07:25,8h 45m,1 stop at Bengaluru,"11,261",BOM-Mumbai,COK-Kochi
1043,Air Asia,I5 - 338,19:00,06:50,11h 50m,1 stop at Bengaluru,"11,435",BOM-Mumbai,COK-Kochi
1044,Air Asia,I5 - 1569,21:20,12:05,14h 45m,1 stop at Bengaluru,"11,435",BOM-Mumbai,COK-Kochi
1045,Air Asia,I5 - 1784,22:00,06:50,8h 50m,1 stop at Bengaluru,"12,166",BOM-Mumbai,COK-Kochi
1046,Air Asia,I5 - 1784,22:00,12:05,14h 5m,1 stop at Bengaluru,"13,111",BOM-Mumbai,COK-Kochi
1047,IndiGo,6E - 219,14:40,20:45,6h 5m,1 stop at Bengaluru,"13,897",BOM-Mumbai,COK-Kochi
1048,IndiGo,6E - 5383,22:40,09:05,10h 25m,1 stop at Bengaluru,"14,555",BOM-Mumbai,COK-Kochi
1049,Air Asia,I5 - 1569,21:20,06:50,9h 30m,1 stop at Bengaluru,"14,699",BOM-Mumbai,COK-Kochi
1050,Go First,G8 - 359,16:55,18:55,2h,Non Stop,"16,998",BOM-Mumbai,COK-Kochi
1051,IndiGo,6E - 5314,16:05,21:25,5h 20m,1 stop at Hyderabad,"20,118",BOM-Mumbai,COK-Kochi
1052,IndiGo,6E - 242,14:10,21:25,7h 15m,1 stop at Hyderabad,"20,118",BOM-Mumbai,COK-Kochi
1053,IndiGo,6E - 5279,22:15,07:45,9h 30m,1 stop at Chennai,"20,327",BOM-Mumbai,COK-Kochi
1054,IndiGo,6E - 5314,16:05,22:55,6h 50m,1 stop at Hyderabad,"20,853",BOM-Mumbai,COK-Kochi
1055,IndiGo,6E - 242,14:10,22:55,8h 45m,1 stop at Hyderabad,"20,853",BOM-Mumbai,COK-Kochi
1056,IndiGo,6E - 5395,17:25,19:20,1h 55m,Non Stop,"21,588",BOM-Mumbai,COK-Kochi
1057,IndiGo,6E - 5277,16:45,22:25,5h 40m,1 stop at Chennai,"23,477",BOM-Mumbai,COK-Kochi
1058,IndiGo,6E - 5337,15:25,22:25,7h,1 stop at Chennai,"23,477",BOM-Mumbai,COK-Kochi
1059,Vistara,UK - 919,22:35,19:10,20h 35m,"2 Stops (AMD, DEL)","36,422",BOM-Mumbai,COK-Kochi
1060,Vistara,UK - 919,22:35,19:10,20h 35m,"2 Stops (AMD, DEL)","36,422",BOM-Mumbai,COK-Kochi
1061,Vistara,UK - 949,20:00,19:10,23h 10m,"2 Stops (AMD, DEL)","36,422",BOM-Mumbai,COK-Kochi
1062,Vistara,UK - 949,20:00,19:10,23h 10m,"2 Stops (AMD, DEL)","36,422",BOM-Mumbai,COK-Kochi
1063,Vistara,UK - 843,17:30,08:40,15h 10m,"2 Stops (BLR, DEL)","51,511",BOM-Mumbai,COK-Kochi
1064,Vistara,UK - 853,16:00,08:40,16h 40m,"2 Stops (BLR, DEL)","59,071",BOM-Mumbai,COK-Kochi
1065,Vistara,UK - 853,16:00,08:40,16h 40m,"2 Stops (BLR, DEL)","59,071",BOM-Mumbai,COK-Kochi
1066,IndiGo,6E - 5391,21:30,23:35,2h 5m,Non Stop,"23,583",BOM-Mumbai,LKO-Lucknow
1067,Air Asia,I5 - 1784,22:00,09:15,11h 15m,1 stop at Bengaluru,"25,343",BOM-Mumbai,LKO-Lucknow
1068,Air Asia,I5 - 338,19:00,09:15,14h 15m,1 stop at Bengaluru,"26,289",BOM-Mumbai,LKO-Lucknow
1069,IndiGo,6E - 242,14:10,19:45,5h 35m,1 stop at Hyderabad,"26,418",BOM-Mumbai,LKO-Lucknow
1070,Air Asia,I5 - 1569,21:20,09:15,11h 55m,1 stop at Bengaluru,"27,878",BOM-Mumbai,LKO-Lucknow
1071,IndiGo,6E - 711,14:00,20:55,6h 55m,1 stop at Goa,"31,038",BOM-Mumbai,LKO-Lucknow
1072,Vistara,UK - 919,22:35,14:45,16h 10m,"2 Stops (AMD, DEL)","34,083",BOM-Mumbai,LKO-Lucknow
1073,Vistara,UK - 919,22:35,14:45,16h 10m,"2 Stops (AMD, DEL)","34,083",BOM-Mumbai,LKO-Lucknow
1074,Vistara,UK - 949,20:00,14:45,18h 45m,"2 Stops (AMD, DEL)","35,060",BOM-Mumbai,LKO-Lucknow
1075,Vistara,UK - 949,20:00,14:45,18h 45m,"2 Stops (AMD, DEL)","35,060",BOM-Mumbai,LKO-Lucknow
1076,Vistara,UK - 857,21:30,14:45,17h 15m,"2 Stops (BLR, DEL)","35,973",BOM-Mumbai,LKO-Lucknow
1077,Vistara,UK - 857,21:30,14:45,17h 15m,"2 Stops (BLR, DEL)","40,173",BOM-Mumbai,LKO-Lucknow
1078,Vistara,UK - 857,21:30,14:45,17h 15m,"2 Stops (BLR, DEL)","40,173",BOM-Mumbai,LKO-Lucknow
1079,Air India,AI - 660,18:00,13:25,19h 25m,1 stop at Delhi,"44,310",BOM-Mumbai,LKO-Lucknow
1080,Air India,AI - 660,18:00,19:35,25h 35m,1 stop at Delhi,"44,310",BOM-Mumbai,LKO-Lucknow
1081,Vistara,UK - 545,18:15,14:45,20h 30m,"2 Stops (BBI, DEL)","46,998",BOM-Mumbai,LKO-Lucknow
1082,Air Asia,I5 - 1569,21:20,11:45,14h 25m,1 stop at Bengaluru,"21,131",BOM-Mumbai,GAU-Guwahati
1083,Air Asia,I5 - 1784,22:00,11:45,13h 45m,1 stop at Bengaluru,"23,755",BOM-Mumbai,GAU-Guwahati
1084,Air Asia,I5 - 338,19:00,11:45,16h 45m,1 stop at Bengaluru,"24,655",BOM-Mumbai,GAU-Guwahati
1085,Go First,G8 - 520,21:40,10:35,12h 55m,1 stop at Kolkata,"34,477",BOM-Mumbai,GAU-Guwahati
1086,Vistara,UK - 869,21:20,17:45,20h 25m,"2 Stops (HYD, DEL)","38,478",BOM-Mumbai,GAU-Guwahati
1087,Vistara,UK - 902,15:45,17:45,26h,1 stop at Delhi,"41,278",BOM-Mumbai,GAU-Guwahati
1088,Vistara,UK - 919,22:35,17:45,19h 10m,"2 Stops (AMD, DEL)","41,408",BOM-Mumbai,GAU-Guwahati
1089,Vistara,UK - 919,22:35,17:45,19h 10m,"2 Stops (AMD, DEL)","41,408",BOM-Mumbai,GAU-Guwahati
1090,Vistara,UK - 949,20:00,17:45,21h 45m,"2 Stops (AMD, DEL)","41,408",BOM-Mumbai,GAU-Guwahati
1091,Vistara,UK - 949,20:00,17:45,21h 45m,"2 Stops (AMD, DEL)","41,408",BOM-Mumbai,GAU-Guwahati
1092,Vistara,UK - 857,21:30,17:45,20h 15m,"2 Stops (BLR, DEL)","42,278",BOM-Mumbai,GAU-Guwahati
1093,Vistara,UK - 857,21:30,17:45,20h 15m,"2 Stops (BLR, DEL)","46,278",BOM-Mumbai,GAU-Guwahati
1094,Vistara,UK - 857,21:30,17:45,20h 15m,"2 Stops (BLR, DEL)","46,278",BOM-Mumbai,GAU-Guwahati
1095,Go First,G8 - 325,22:40,06:45,8h 5m,1 stop at Bengaluru,"12,102",BOM-Mumbai,PNQ-Pune
1096,Vistara,UK - 857,21:30,05:55,8h 25m,1 stop at Bengaluru,"14,238",BOM-Mumbai,PNQ-Pune
1097,Vistara,UK - 843,17:30,05:55,12h 25m,1 stop at Bengaluru,"17,913",BOM-Mumbai,PNQ-Pune
1098,Vistara,UK - 857,21:30,18:20,20h 50m,1 stop at Bengaluru,"20,538",BOM-Mumbai,PNQ-Pune
1099,Vistara,UK - 843,17:30,18:20,24h 50m,1 stop at Bengaluru,"24,213",BOM-Mumbai,PNQ-Pune
1100,Vistara,UK - 865,19:10,05:55,10h 45m,1 stop at Bengaluru,"25,473",BOM-Mumbai,PNQ-Pune
1101,Vistara,UK - 853,16:00,05:55,13h 55m,1 stop at Bengaluru,"25,473",BOM-Mumbai,PNQ-Pune
1102,Vistara,UK - 869,21:20,16:20,19h,"2 Stops (HYD, DEL)","30,301",BOM-Mumbai,PNQ-Pune
